,url,sha256,screenshot_path,label,html_signature
0,http://238747-recovery.com,8ad902b2e773a288cc54acde3fbdf5711a265d6a08852e823015f873298b0d8d,website/source/year=2026/month=3/day=13/1773432907-8ad902b2e773a288cc54acde3fbdf5711a265d6a08852e823015f873298b0d8d/desktop-1773432907.8ad902b2e773a288cc54acde3fbdf5711a265d6a08852e823015f873298b0d8d.png,LOGIN_FORM_MALICIOUS,(body(div)(div(header(div(svg(title)(path))(div)(span)))(main(div(form(div(label)(input))(button))(div(div)(span)(div))(div(button(span(svg(path)(path)))(span))(button(span(svg(path)(path)(path)(path)))(span))(button(span(svg(path)))(span)))(a)(a))))(script)(script)(script)(script)(script)(script)(script)(title)(meta)(meta)(meta)(meta)(meta)(meta)(meta)(meta)(meta)(script)(script)(script)(next-route-announcer))
1,http://3399720.fz613820.web.hosting-test.net/sfr/lignesfr-clients/index.html,4de03f45fd7671adaeb0c9c7845462409d7e41a2231dcaba2e6de1beb3b95192,website/source/year=2026/month=3/day=9/1773087306-4de03f45fd7671adaeb0c9c7845462409d7e41a2231dcaba2e6de1beb3b95192/desktop-1773087306.4de03f45fd7671adaeb0c9c7845462409d7e41a2231dcaba2e6de1beb3b95192.png,LOGIN_FORM_MALICIOUS,(body(style)(header(div(a)(a)(a))(nav(div(a)(form(input)(span)(button)(span))(ul(li(details(summary)(div(button)(ul(li(a))(li(a))(li(a))(li(a))(li(a))(li(a))(li(a))))))(li(details(summary)(div(button)(ul(li(a(span)))(li(a(span)))))))(li(a))(li(a))(li(details(summary)(div)))(li(a))(li(a))(li(details(summary)(div(ul(li(button))(li(a))(li(a))(li(a))(li(a))(li(a))(li(a))(li(a))(li(a))(li(a))(li(a))(li(a)))(div)(button))))(li(details(summary)(div(ul))))))(div))(nav(a)(button)(div(div(button)(div(ul(li(a))(li(a))(li(a))))(div(ul(li(a))(li(a))(li(a))))(div(ul(li(a))(li(a))(li(a))(li(a))))(div(ul(li(a))(li(a))(li(a))))(ul(li(a))(li(a))(li(a))(li(a))(li(a)))))(a)(button)(div(div(button)(div(ul(li(a))(li(a))(li(a))(li(a))(li(a))(li(a))))(div(ul(li(a))(li(a))(li(a))))(div(ul(li(a))(li(a))(li(a))(li(a))(li(a))))(div(ul(li(a))(li(a))(li(a))))(ul(li(a))(li(a))(li(a))(li(a)))))(a)(button)(div(div(button)(div(ul(li(a))(li(a))(li(a))(li(a))(li(a))(li(a))(li(a))))(div(ul(li(a))(li(a))(li(a))(li(a))))(div(ul(li(a))(li(a))(li(a))(li(a))(li(a))(li(a))(li(a))))(div(ul(li(a))(li(a))(li(a))(li(a))(li(a))(li(a))))(div(ul(li(a))(li(a))))(ul(li(a))(li(a))(li(a))(li(a)))))(a)(button)(div(div(button)(div(ul(li(a))(li(a))(li(a))(li(a))(li(a))))(div(ul(li(a))(li(a))(li(a))))(div(ul(li(a))(li(a))))(ul(li(a))(li(a))(li(a)))))(a)(button)(div(div(button)(div(ul(li(a))(li(a))))(div(ul(li(a))(li(a))(li(a))(li(a))(li(a))))(div(ul(li(a))))(ul(li(a))(li(a))(li(a)))))(a)(button)(div(div(button)(div(ul(li(a))(li(a))))(div(ul(li(a))(li(a))))(div(ul(li(a))(li(a))(li(a))(li(a))(li(a))(li(a))))(div(ul(li(a))))(ul(li(a))(li(a))(li(a))(li(a))(li(a))(li(a)))))(a))(div))(script)(script)(script)(script)(div(div(div(picture(source)(source)(img))(div(div(div(a)(div(form(input)(input)(input)(input)(div(div(label)(input))(div(label)(div(input)(button))))(div(div(input)(label(span)))(div(iframe)(input)))(div(button)))(div(ul(li(a))(li(a))(li(button))(li(button))))))(div(div(a))))(div(div(div(picture(source)(source)(img)))(div(div(figure(img))(div(span)))(div(a(img)(div(span)(span)))(a(img)(div(span)(span))))))))))(div(div(div(div(button)(div)(div(a))))))(div(div(div(div(button)(div)(div(a)(a)))))))(script)(script)(iframe)(style)(footer(div(nav(details(summary(span))(ul(li(a))(li(a))(li(a))(li(a))(li(a))(li(a))(li(a))(li(a))))(details(summary(span))(ul(li(a))(li(a))(li(a))(li(a))(li(a))(li(a))(li(a))(li(a))))(details(summary(span))(ul(li(a))(li(a))(li(a))(li(a))(li(a))(li(a))(li(a))))(details(summary(span))(ul(li(a))(li(a))(li(a))))(details(summary(span))(ul(li(a))(li(a)))))(nav(a)(ul(li(a))(li(a))(li(a))))(nav(ul(li(a))(li(a))(li(a))(li(a))(li(a))(li(a))(li(a))(li(a))))))(script)(style)(footer(div(nav(details(summary(span))(ul(li(a))(li(a))(li(a))(li(a))(li(a))(li(a))(li(a))(li(a))))(details(summary(span))(ul(li(a))(li(a))(li(a))(li(a))(li(a))(li(a))(li(a))(li(a))))(details(summary(span))(ul(li(a))(li(a))(li(a))(li(a))(li(a))(li(a))(li(a))))(details(summary(span))(ul(li(a))(li(a))(li(a))))(details(summary(span))(ul(li(a))(li(a)))))(nav(a)(ul(li(a))(li(a))(li(a))))(nav(ul(li(a))(li(a))(li(a))(li(a))(li(a))(li(a))(li(a))(li(a))))))(script)(style)(footer(div(nav(details(summary(span))(ul(li(a))(li(a))(li(a))(li(a))(li(a))(li(a))(li(a))(li(a))))(details(summary(span))(ul(li(a))(li(a))(li(a))(li(a))(li(a))(li(a))(li(a))(li(a))))(details(summary(span))(ul(li(a))(li(a))(li(a))(li(a))(li(a))(li(a))(li(a))))(details(summary(span))(ul(li(a))(li(a))(li(a))))(details(summary(span))(ul(li(a))(li(a)))))(nav(a)(ul(li(a))(li(a))(li(a))))(nav(ul(li(a))(li(a))(li(a))(li(a))(li(a))(li(a))(li(a))(li(a))))))(script))
2,http://dancing-raindrop-014955.netlify.app,5b7cbdd999d36c1414fc56187484828d3addd98da444cbec7422e38a09abd6a3,website/source/year=2026/month=3/day=1/1772396107-5b7cbdd999d36c1414fc56187484828d3addd98da444cbec7422e38a09abd6a3/desktop-1772396107.5b7cbdd999d36c1414fc56187484828d3addd98da444cbec7422e38a09abd6a3.png,LOGIN_FORM_MALICIOUS,(body(nav(div(span)(img))(ul(li)(li)(li)))(div)(div(div(input)(button))(div(div(div)(div)(div)(div)(div)))(div(div(div(div)(div(div(div(img))(span))))(div(div)(div(div(div(img))(span))))(div(div)(div(div(div(img))(span))))(div(div)(div(div(div(img))(span))))))(div(button)))(div(div(div(div(img))(div))(div(div(img))(div))))(script)(script)(script)(div(div(div(div(div))(div(iframe))(div)))))
3,http://goldspire-nexor.com,83ce7ad8aaece46b5fc6c2902a80988650d565350d27c4eb96a6aa7d36bfe768,website/source/year=2026/month=3/day=26/1774556108-83ce7ad8aaece46b5fc6c2902a80988650d565350d27c4eb96a6aa7d36bfe768/desktop-1774556108.83ce7ad8aaece46b5fc6c2902a80988650d565350d27c4eb96a6aa7d36bfe768.png,LOGIN_FORM_MALICIOUS,(body(header(nav(div(a(img)(div))(div(ul(li(a))(li(a))(li(a))))(div)))(div(div(div(div(div)(div(span))(div(div)(div(img)(img)(img)(img)))(div)(div(div(img)(img)(img))(div(div(span)(span))(img))))(div(img)(div)(form(div(div(div)(div)(div)))(input)(input)(input)(input)(div(div(input)(div))(div(input)(div))(div(input)(div))(div(div(div(button(div(div(span))(div))(div))(div(input)(span)(ul(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span))(li(div(div))(span)(span)))))(input)(div)))(div(button))(div)))(div(img)))))))(main(div(div(div(img))(div(div(img)(div(div)(div)))(div)))(div(div(img))(div(div(img)(div(div)(div)))(div))))(div(div(div(div)(div))(a(div(button))))(div(div(div(div(div(img)(div(div)(div))(div))(div(img)(div(div)(div))(div))(div(img)(div(div)(div))(div)))(div(div(img)(div(div)(div))(div))(div(img)(div(div)(div))(div))(div(img)(div(div)(div))(div))))(img))))(div(div(div(div)(div))(div))(div(div(img)(div)(div(div(img))(div(div)(div))))(div(img)(div)(div(div(img))(div(div)(div))))(div(img)(div)(div(div(img))(div(div)(div))))))(div(div(div)(div(div(div))(div))(div(div(div)(div(img)(div)))(div(div)(div(img)(div)))(div(div)(div(img)(div))))))(div(div(span)))(div(div(div(img))(div(div)(div)(div)(div(div(div(img))(div(img))(div(img))(div(img))(div(img))(div(img)))(a(button))))))(div(div(div(div(img)(div)(div(div(img))(div(div)(div))))(div(img)(div)(div(div(img))(div(div)(div))))(div(img)(div)(div(div(img))(div(div)(div)))))))(div(div(div(div(div(img))(div(div)(img)(div(a)(a))))(div))))(div(div(div(div(div(img))(div(div)(img)(div(a)(a))))(div))))(div(div(div(div(div(img))(div(div)(img)(div(a)(a))))(div(span)))))(a(div(div)))(div(div(div(img))(div(div)(div))))(div(div(div)(div))(div(div(div(div(div(span))(svg(path)))(div(a)))(div(div(div(span))(svg(path)))(div))(div(div(div(span))(svg(path)))(div(a)))(div(div(div(span))(svg(path)))(div(span)))(div(div(div(span))(svg(path)))(div))))))(footer(div(div(div(a(img)(div))(span))(div(a)(a)(a))))(div(div))(div(div(div(div(a))))))(div(a))(script)(script)(script))
4,http://i2mind.com/wordpress/wp-content/plugins/hello-dolly/bb/index.html,2e6ffc5134c52a26593d4d69c5c2ed116fc71c06f508d46bf06c105e499243df,website/source/year=2026/month=3/day=27/1774642506-2e6ffc5134c52a26593d4d69c5c2ed116fc71c06f508d46bf06c105e499243df/desktop-1774642506.2e6ffc5134c52a26593d4d69c5c2ed116fc71c06f508d46bf06c105e499243df.png,LOGIN_FORM_MALICIOUS,(body(div)(title)(meta)(meta)(meta)(link)(link)(script)(style)(link)(script)(style)(input)(input)(input)(input)(div(div(div(div(a)(div(div(a)(a)(a)(a)(a)(a)(a)(a)(a)(a)(a)(a)(a)(a)(a)(a)(a))))(div(div(div(a)(a)(a)(a)(a)(a)(a)(a)(a)(a)(a)(a)(a)(a)(a)(a)(a)))))(div)))(div(img)(div(div(label)(label)(label)(div)(div(form(input)(div(div(label)(div(input)(ul)(label(img))(label(img))))(div(div(label)(div(a)))(div(div(input)(div)))(div(input)(button))))(div)(div(div(button))(div(a))(div(button))))(div(div(a)(a)(a)(a)))(div(div(div(div)(div(span))))(div(div)(div(span)))(div(div(div)(div)))(div)(div)(div(a)(a)))))(a(div)(div))))(div(div(div(div(div(dl(dt)(dd(ul(li(a))(li(a))(li(a))(li(a))(li(a))(li(a))(li(a)))))(dl(dt)(dd(ul(li(a))(li(a))(li(a))))))(div(dl(dt)(dd(ul(li(a))(li(a))(li(a))(li(a)))))(dl(dt)(dd(ul(li(a))(li(a))(li(a))(li(a))))))(div(dl(dt)(dd(ul(li(a))(li(a))(li(a))(li(a))(li(a))(li(a))(li(a))(li(a))(li(a))(li(a)))))))(div(div(dl(dd(a)))(dl(dt)(dd(a)(a)(a)(a))))))(div(div(span)(a)(a))(div(span)(a)(a(svg(g(path))))(a)(a)(a)(a)(a))(div(span)(a)))(div(div(div(a)(span)(a)(span)(a)(span)(a)(span)(a)(span)(a)(span)(a)(span)(a))(div(span)(a)(span)(a)(span)(a)))(div(div(a)(span)(a)(span)(a)(span)(a)))(div))))(script))
5,http://loisgolson.wixstudio.com/netzeo,95347cd8ae652cd112a6692cdf4c21b8c85e94c4bcc09350e1c8bc69c9805411,website/source/year=2026/month=3/day=15/1773605706-95347cd8ae652cd112a6692cdf4c21b8c85e94c4bcc09350e1c8bc69c9805411/desktop-1773605706.95347cd8ae652cd112a6692cdf4c21b8c85e94c4bcc09350e1c8bc69c9805411.png,LOGIN_FORM_MALICIOUS,(body(script)(script)(script)(script)(script)(svg(defs))(div(div(div(span))(div(a(span(svg(path)))))(div(div(div(div(div)(div(div(div(header(section(div(div)(div))(div)(div(div(div(wow-image(picture(img))))))))(main(section(div(div)(div))(div(div(div(div(wow-image(picture(img))))))(div(div(div(div(div(div(form(fieldset(div(div(div(div(div(label(span)))(div(div(div(div(input))))(div))))(div(div(div(label(span)))(div(div(div(div(input))))(div))))(div(div(div)(div(div(div(div(label(input)(span(span))(div(div(div(div(div(div(span(span)))))))))))))))(div(div(div)(div(div(button(span)))))))(div(div))))))))))))))(footer(section(div(div)(div))))(div(div(div(div)(div(div)(div(div(div(nav(ul(li(div(span(a))))))(button(div(svg(g(path)))))))))))))))))))(div(span))))(script)(script)(script)(script)(script)(script)(script)(script)(script)(link)(link)(link)(script)(script)(script)(script)(script)(script)(script)(script)(script)(script)(script)(script)(script)(script)(script)(script)(script)(script)(script)(script)(link)(script)(script)(script)(script)(script)(script)(script)(script)(script)(script))
6,http://marutitraders99.com/plalaa/jpn/webmai1/index.php,41a4a4299c7710f3e9a4d61c0e51d597e5d1c6f503842575c716d39a5318da6e,website/source/year=2026/month=3/day=30/1774901709-41a4a4299c7710f3e9a4d61c0e51d597e5d1c6f503842575c716d39a5318da6e/desktop-1774901709.41a4a4299c7710f3e9a4d61c0e51d597e5d1c6f503842575c716d39a5318da6e.png,LOGIN_FORM_MALICIOUS,(body(noscript(iframe))(div(a)(table(tbody(tr(td(div(div(img))(table(tbody(tr(td(table(tbody(tr(td(img))(td(img))(td(div(img))))))(table(tbody(tr(td(img))))))))))))(tr(td(div(div(img))(noscript(table(tr(td(div(span))))))(table(tbody(tr(td(table(tbody(tr(td(img)))(tr(td(table(tbody(tr(td(img)))(tr(td(img)))(tr(td(form(table(tbody(tr(td))(tr)(tr(td(img)))(tr(td)(td(img))(td(input)))(tr(td(img)))(tr(td)(td(input)))(tr(td(img)))(tr(td(input)(a)))))(table(tbody(tr(td(input))))))))(tr(td(img)))))))(tr(td(img)))(tr(td(img))))))))))))(tr(td(div(span(font(a)(a)))))))))(iframe)(iframe)(span))
7,http://owennos1.wixsite.com/my-site,f73c731c508aaae1784f0a00817625853eb6da67eca387e0979fcd3b6cf8964e,website/source/year=2026/month=3/day=21/1774124544-f73c731c508aaae1784f0a00817625853eb6da67eca387e0979fcd3b6cf8964e/desktop-1774124544.f73c731c508aaae1784f0a00817625853eb6da67eca387e0979fcd3b6cf8964e.png,LOGIN_FORM_MALICIOUS,(body(script)(script)(script)(script)(script)(svg(defs))(div(style)(div(div(span))(div(a(span(span(div(div(svg(g(path)(path)(path))(defs(clippath(rect)))))))(span))))(div(div(div(div(div)(div)(div)))))(div(div(header(div(div))(div(div(div))(div(div(div(section(div(div)(div))(div(div(div(div)(div))(div(div(div(span(span(a)))))))))(section(div(div)(div))(div(div(div(div)(div))(div(div(div(a(span))))))(div(div(div)(div))(div(div(div(a)))))(div(div(div)(div))(div(div(div(div(div(div(button(div(div(div(svg(g(path))))))(span))))))))))))))))(main(div(div(div(div)(div(div(div(div(section(div(div)(div))(div(div(div(div(div(form(div(div(div(div(img)))(div(span(span))(span(span)))(div(label)(div(input)))(div(label)(div(input)))(div(button(span))))))))))))))))))))(div(div(div(div))))(div(div(div(iframe))))(footer(div(div))(div(div(div))(div(div(div(section(div(div)(div))(div(div(div(div)(div))(div(div(div)(div(span))(div(div(div(form(div(div(div(label)(div(input)))(div(button(span)))(div(span)))))))))))(div(div(div)(div))(div(div(div(a)(span(a)(a)(a))(a))(div(a)(a)(a)(a))(div(span(a)(a)(a)(a)(a))))))))(div)(section(div(div)(div))(div(div(div(div)(div))(div(div(div(span(a))))))(div(div(div)(div))(div(div(div(span(a(span))))(div(span(a(span))))(div(span(a(span))))(div(span(span(a))))))))))))))))(div(span))))(script)(script)(script)(script)(script)(script)(script)(script)(script)(link)(link)(link)(link)(script)(script)(script)(script)(script)(script)(script)(script)(script)(script)(script)(script)(script)(script)(script)(script)(script)(script)(script)(script)(script)(script)(script)(script)(script)(script)(script)(script)(script)(script)(script))
8,https://000000002022222222220000.weebly.com,5b41404b93ebd2646391d250a96b0a3590288209a8f5be00b10d69c1fa448e87,website/source/year=2026/month=3/day=30/1774901710-5b41404b93ebd2646391d250a96b0a3590288209a8f5be00b10d69c1fa448e87/desktop-1774901710.5b41404b93ebd2646391d250a96b0a3590288209a8f5be00b10d69c1fa448e87.png,LOGIN_FORM_MALICIOUS,(body(div(div(div(div(span)))(div(span(span)(span(span))))(div(a(span))))(div(ul))(div(div(div(ul))))(div(div))(div(div)))(div(div(div(div(div(div(div(a(img))(div)))(div(form(div(ul(label(span))(div(div(label(span))(div(input))(div)))(div(div(label(span))(div(textarea))(div)))))(div(input))(div(input)(input)(input)(input)(input)(a(span))))(iframe)(div))))))(div(style)(script)(script)))(div)(script)(script)(div)(script)(script)(script)(script)(script)(script))
9,https://000outloook3665maail.weebly.com,024f6536023774964463509944798086dadb3c5c6fe6111dc4e5f906c790da8f,website/source/year=2026/month=3/day=22/1774210506-024f6536023774964463509944798086dadb3c5c6fe6111dc4e5f906c790da8f/desktop-1774210506.024f6536023774964463509944798086dadb3c5c6fe6111dc4e5f906c790da8f.png,LOGIN_FORM_MALICIOUS,(body(div(div(div(div(div(div(div(span(span)(span(span))))(div(div(span)))))))(div(div(div(div(div(div(div(div(form(div(ul(div(div(div(table(tbody(tr(td(div))(td(div)(div(div(label(span))(div(input))(div)))(div(div(label(span))(div(input))(div))))(td(div))))))))))(div(input))(div(input)(input)(input)(input)(input)(a(span))))(iframe)(div)))))))(div(div(div(div(div)))))))(div(style)(script)(script)))(div(div(ul(li(a)))))(div(div(div(div(ul(li(a))))))(div)))(script)(script)(script)(div)(script)(script)(script)(script)(script)(script)(script)(div))
